TF_ID	TF_name	gene_ID	gene_name	effect	evidence	evidence_function	confidence
ECK120013112	Cra	ECK120000647	nirC	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120000648	nirD	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120000681	pck	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120001214	pdeL	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120001076	pdhR	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120000691	pfkA	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013112	Cra	ECK120000695	pgk	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120000745	poxB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120000747	ppc	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120000750	ppsA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[ICWHO|W|Inferred computationally without human oversight]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120002814	prpB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120002815	prpC	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120002816	prpD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120002817	prpE	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120000779	ptsH	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120000779	ptsH	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120000780	ptsI	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120000780	ptsI	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120000795	pykF	-	[BCE|W|Binding of cellular extracts],[SM|S|Site mutation]	[]	STRONG
ECK120013112	Cra	ECK120001692	setA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120002667	sgrS	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120033551	sgrT	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120001004	tpiA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120003553	yeaD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	STRONG
ECK120013112	Cra	ECK120002179	yibQ	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013112	Cra	ECK120001199	zwf	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120035002	CreB	ECK120000141	creD	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120035002	CreB	ECK120000547	malE	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120035002	CreB	ECK120000548	malF	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120035002	CreB	ECK120000549	malG	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120035002	CreB	ECK125302577	malH	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120035002	CreB	ECK120001731	talA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013342	CsgD	ECK120001445	csgA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120003143	csgB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120003144	csgC	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120003142	csgD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120003141	csgE	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120003140	csgF	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120003139	csgG	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120001232	dgcC	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120002689	flgM	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013342	CsgD	ECK120003158	flgN	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013342	CsgD	ECK120001324	fliA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013342	CsgD	ECK120001317	fliE	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120001318	fliF	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120001598	fliG	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120001599	fliH	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120002692	fliI	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120002693	fliJ	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120002694	fliK	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120001325	fliZ	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013342	CsgD	ECK120001231	iraP	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120000650	nlpA	+	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120000687	pepD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120013342	CsgD	ECK120003625	tcyJ	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013342	CsgD	ECK120004201	ubiT	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120001494	wrbA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013342	CsgD	ECK120002362	yccJ	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013342	CsgD	ECK120003098	yccT	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013342	CsgD	ECK120004200	yhbS	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013061	CspA	ECK120000416	gyrA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120013061	CspA	ECK120000450	hns	+	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK125285349	CsqR	ECK120001780	csqR	-	[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK125285349	CsqR	ECK120001776	yihS	-	[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[BPP|S|Binding of purified proteins],[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis],[GS|W|genomic SELEX]	STRONG
ECK125285349	CsqR	ECK120001777	yihT	-	[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[BPP|S|Binding of purified proteins],[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis],[GS|W|genomic SELEX]	STRONG
ECK125285349	CsqR	ECK120001778	yihU	-	[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[BPP|S|Binding of purified proteins],[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis],[GS|W|genomic SELEX]	STRONG
ECK125285349	CsqR	ECK120001779	yihV	-	[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK125288994	CueR	ECK120002868	copA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125288994	CueR	ECK120002194	cueO	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125288994	CueR	ECK120001543	moaA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125288994	CueR	ECK120001544	moaB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125288994	CueR	ECK120001609	moaC	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125288994	CueR	ECK120001545	moaD	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125288994	CueR	ECK120001546	moaE	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120011941	CusR	ECK120002235	cusA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011941	CusR	ECK120002930	cusB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011941	CusR	ECK120002928	cusC	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011941	CusR	ECK120002929	cusF	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011941	CusR	ECK120002927	cusR	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011941	CusR	ECK120002926	cusS	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011941	CusR	ECK120000173	cyoA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011941	CusR	ECK120000174	cyoB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011941	CusR	ECK120000175	cyoC	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011941	CusR	ECK120000176	cyoD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011941	CusR	ECK120000177	cyoE	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011941	CusR	ECK120003644	hiuH	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013065	CynR	ECK120001385	cynR	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120013065	CynR	ECK120000170	cynS	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],]	STRONG
ECK120013065	CynR	ECK120000171	cynT	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],]	STRONG
ECK120013065	CynR	ECK120000172	cynX	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],]	STRONG
ECK120011312	CysB	ECK120003657	cbl	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120000178	cysA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120000179	cysB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011312	CysB	ECK120000180	cysC	+	[BCE|W|Binding of cellular extracts]	[]	WEAK
ECK120011312	CysB	ECK120000181	cysD	+	[BCE|W|Binding of cellular extracts]	[]	WEAK
ECK120011312	CysB	ECK120000184	cysH	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011312	CysB	ECK120000185	cysI	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011312	CysB	ECK120000186	cysJ	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011312	CysB	ECK120000187	cysK	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120000188	cysM	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120000189	cysN	+	[BCE|W|Binding of cellular extracts]	[]	WEAK
ECK120011312	CysB	ECK120000190	cysP	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120000192	cysU	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120000193	cysW	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120001587	dgcZ	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[]	WEAK
ECK120011312	CysB	ECK120003297	hslJ	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120003078	ssuA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120002226	ssuB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120003076	ssuC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120003077	ssuD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120003079	ssuE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120002831	tauA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120002832	tauB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120002833	tauC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120002281	tauD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120003625	tcyJ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120003522	tcyP	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011312	CysB	ECK120002938	ybdN	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[]	WEAK
ECK120011312	CysB	ECK120003235	yciW	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011312	CysB	ECK120004035	ygeH	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[]	WEAK
ECK120011312	CysB	ECK120003581	yoaC	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[]	WEAK
ECK120012407	CytR	ECK120000133	cdd	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012407	CytR	ECK120000194	cytR	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK120012407	CytR	ECK120000213	deoA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012407	CytR	ECK120000214	deoB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012407	CytR	ECK120000215	deoC	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012407	CytR	ECK120000216	deoD	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012407	CytR	ECK120001896	nupC	-	[BPP|S|Binding of purified proteins]	[TAS|W|Traceable author statement]	STRONG
ECK120012407	CytR	ECK120000657	nupG	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120012407	CytR	ECK120000748	ppiA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator],[BPP|S|Binding of purified proteins]	STRONG
ECK120012407	CytR	ECK120000888	rpoH	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012407	CytR	ECK120001024	tsx	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[IC|W|Inferred by curator],[SM|S|Site mutation],[IHBCE|W|Inferred by a human based on computational evidence]	[GEA|W|Gene expression analysis],[IC|W|Inferred by curator]	STRONG
ECK120012407	CytR	ECK120001034	udp	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012407	CytR	ECK120003138	ycdZ	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[]	WEAK
ECK120051451	Dan	ECK120001151	ttdA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120051451	Dan	ECK120001152	ttdB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120051451	Dan	ECK120002359	ttdR	+	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120051451	Dan	ECK120002256	ttdT	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125286588	DcuR	ECK120000091	aspA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125286588	DcuR	ECK120002437	dctA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125286588	DcuR	ECK120001203	dcuA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125286588	DcuR	ECK120000005	dcuB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125286588	DcuR	ECK120002953	dpiA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK125286588	DcuR	ECK120002952	dpiB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[]	STRONG
ECK125286588	DcuR	ECK120000324	frdA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
